log_path,model,seq_len,d_block,d_ffn,train,forward,backward,validate,min_loss,test_loss,peak_memory/MB
,,,,,,,,,,,
05-11-0,Base,64,8,0,6.320605762,1.942133376,2.987337809,0.285565711,0.130499893,3.152895663,255.3427734
,,,,0,,,,,,,
05-11-0,Base,128,8,0,6.268450863,1.924065496,2.963070171,0.311434547,0.124701386,2.919259747,765.7958984
,,,,0,,,,,,,
05-11-0,Base,192,8,0,6.919342566,1.931253316,4.039105937,0.524984727,0.205428562,4.219272057,1558.249023
,,,,0,,,,,,,
05-11-0,Base,256,8,0,9.40411334,2.76219618,5.861370958,0.732633642,0.169164657,3.404766003,2614.702148
,,,,0,,,,,,,
05-11-0,Base,320,8,0,13.83881311,4.042781161,9.092716097,1.072046385,0.15394905,3.378500793,3957.905273
,,,,0,,,,,,,
05-11-0,Base,384,8,0,17.83761195,5.259455731,11.86030465,1.355750392,0.164944308,3.54365193,5575.608398
,,,,0,,,,,,,
05-11-0,Base,448,8,0,23.91203988,7.024912945,16.15741315,1.789158484,0.151926222,3.690628462,7461.811523
,,,,0,,,,,,,
2005/11/1,LocalHBA,64,8,0,6.424556223,1.973605955,3.062730711,0.289530169,0.124334403,2.697005642,148.5439453
,,,,0,,,,,,,
2005/11/1,LocalHBA,128,8,0,6.44270732,1.981129861,3.058808981,0.295671355,0.153183221,3.05286333,276.2783203
,,,,0,,,,,,,
2005/11/1,LocalHBA,192,8,0,6.38621303,1.950388242,3.035019466,0.289449078,0.165641484,3.035843734,413.5126953
,,,,0,,,,,,,
2005/11/1,LocalHBA,256,8,0,6.331803668,1.9139218,3.020971461,0.340079598,0.142301731,3.136818197,531.7470703
,,,,0,,,,,,,
2005/11/1,LocalHBA,320,8,0,6.45087119,1.911347874,3.108542234,0.386475622,0.166418427,2.910218036,668.7314453
,,,,0,,,,,,,
2005/11/1,LocalHBA,384,8,0,6.584531752,1.74784913,3.443647398,0.44821292,0.167379608,3.149291237,798.2158203
,,,,0,,,,,,,
2005/11/1,LocalHBA,448,8,0,6.71029264,1.78555134,3.922407321,0.527404599,0.160874139,3.094622184,916.4501953
,,,,0,,,,,,,
2005/11/1,LocalHBA,512,8,0,7.448209513,2.005165166,4.395850359,0.604039869,0.165737964,3.187903316,1042.68457
,,,,0,,,,,,,
2005/11/1,LocalHBA,1024,8,0,13.10131119,3.891440841,8.440369762,1.118204724,0.318198554,6.403849914,2064.68457
,,,,0,,,,,,,
2005/11/1,LocalHBA,1536,8,0,18.62798278,5.652133581,12.16253482,1.606123009,0.931668689,10.12035429,3092.43457
,,,,0,,,,,,,
2005/11/1,LocalHBA,2048,8,0,23.649787,7.186369348,15.59832191,2.028520915,1.905680782,54.43434311,4108.68457
,,,,0,,,,,,,
2005/11/1,LocalHBA,2560,8,0,28.25441827,8.693005901,18.65728555,2.440470569,1.696076361,31.70376996,5136.18457
,,,,0,,,,,,,
2005/11/1,LocalHBA,3072,8,0,32.58787734,10.15494369,21.50871809,2.848899657,1.851860534,117.8185106,6152.05957
,,,,0,,,,,,,
2005/11/1,LocalHBA,3584,8,0,36.140122,11.1038804,24.08840436,3.10793481,1.489334182,65.86101757,7173.93457
,,,,0,,,,,,,
2005/11/1,LocalHBA,4096,8,0,39.5976014,12.16784386,26.46217406,3.406369951,1.301859718,45.58233706,8190.80957
,,,,0,,,,,,,
2005/11/2,HBA,64,8,0,10.07303716,2.844211428,5.026843267,0.544669531,0.134021297,3.226091364,166.8969727
,,,,0,,,,,,,
2005/11/2,HBA,128,8,0,10.04642032,2.817074175,5.016993823,0.542946445,0.138742249,2.894940689,311.8222656
,,,,0,,,,,,,
2005/11/2,HBA,192,8,0,10.06100552,2.739247492,5.118151005,0.53193928,0.14390691,2.989488182,471.0566406
,,,,0,,,,,,,
2005/11/2,HBA,256,8,0,10.25130728,2.583424163,5.458202647,0.539187298,0.140042637,3.725402377,612.9165039
,,,,0,,,,,,,
2005/11/2,HBA,320,8,0,10.46920765,2.448666518,5.920622506,0.535431675,0.1462775,3.422988759,779.8989258
,,,,0,,,,,,,
2005/11/2,HBA,384,8,0,10.87357175,2.363524584,6.457061257,0.58808043,0.138087801,3.351349332,946.6293945
,,,,0,,,,,,,
2005/11/2,HBA,448,8,0,11.28717008,2.259572503,7.052914947,0.664217611,0.135147639,3.723175495,1100.172363
,,,,0,,,,,,,
2005/11/2,HBA,512,8,0,11.73868923,2.560095285,7.402316861,0.746491633,0.139688269,3.414011032,1267.652832
,,,,0,,,,,,,
