log_path,model,seq_len,d_block,train,forward,backward,validate,min_loss,test_loss,peak_memory/MB

05-06-0,Torch,64,8,5.743138414380762,1.8403596445064372,2.700778266345151,0.14645686156582088,0.1267346359112046,2.8375636296612874,257.7548828125

05-06-0,Torch,128,8,5.743626610242187,1.8653314486789974,2.6703317324938056,0.1706525303789989,0.12426877001469785,2.64819481756006,715.2255859375

05-06-0,Torch,192,8,5.717709441148687,1.6944892878638935,2.83281096201547,0.2237520046987351,0.11441677739774739,2.6749795851884066,1432.3974609375

05-06-0,Torch,256,8,6.348264128718849,1.868634306953923,3.791167899746907,0.2975939976024455,0.12024585819906658,2.8903280055081404,2385.5693359375

05-06-0,Torch,320,8,9.161817930328349,2.7006736864538814,5.932039164436551,0.3830897097254936,0.11774632679643454,3.472238704010292,3591.7412109375

05-06-0,Torch,384,8,11.34883347156615,3.4637060121757726,7.382885786216103,0.47459546992109275,0.11753055336022819,2.904753976398044,5037.2880859375

05-06-0,Torch,448,8,15.231970621561189,4.645009445087497,10.07765090308662,0.6074586471465105,0.1298212990578678,3.03859214871018,6722.7099609375

05-06-0,Torch,512,8,18.00277243642962,5.571087880626279,11.920018511379816,0.6965704374756156,0.12237770672676698,2.8323085970348783,8654.2568359375

05-06-0,Torch,1024,8,62.03704186331015,19.23207713533581,42.24549196245304,1.9820267520974286,0.1330401239773402,2.9108078938264113,32903.7568359375

05-06-1,Base,64,8,6.17492195549421,1.9199562428268389,2.9412101553538097,0.2817425780822165,0.1395550255071033,3.0261768443243846,255.3427734375

05-06-1,Base,128,8,6.196278450018727,1.9228058730764315,2.9344106968585404,0.3087091023800895,0.1435600697994232,3.0414521374872754,765.7958984375

05-06-1,Base,192,8,6.780916038209632,1.9110100457760235,4.010977217277903,0.5191007399773826,0.15362166033850777,3.0089294424763433,1558.2490234375

05-06-1,Base,256,8,9.223892791677386,2.74084601028552,5.8246574412295296,0.7260974885129761,0.1689445710292569,3.652318336345531,2614.7021484375

05-06-1,Base,320,8,13.663128582737015,4.024477497508781,9.05182973126944,1.0653358975591107,0.1947251464481707,3.6531919020193593,3957.9052734375

05-06-1,Base,384,8,17.64721971780195,5.2410039697064175,11.820045427430333,1.3474810718492205,0.17346744625656693,3.657201647758484,5575.6083984375

05-06-1,Base,448,8,23.691815784000433,6.998854490971336,16.10364775044772,1.77967496665123,0.15795044952796566,3.2663137206324824,7461.8115234375

05-06-2,LocalHBA,64,8,6.221611156408606,1.9452365312630449,2.950959996216827,0.2856051982121749,0.13216439661654558,3.021272076027734,148.5439453125

05-06-2,LocalHBA,128,8,6.185937664542428,1.9276876688253242,2.922824385886391,0.28591704439790244,0.13663928556171331,2.726018509694508,276.2783203125

05-06-2,LocalHBA,192,8,6.122833451386178,1.9052822415372235,2.893074109775389,0.2842351142589196,0.1401050600602671,2.751179854075114,413.5126953125

05-06-2,LocalHBA,256,8,6.128830080332763,1.8823287391380683,2.914476353423418,0.3371713267532303,0.1421206699753249,2.79318106174469,531.7470703125

05-06-2,LocalHBA,320,8,6.133778519417522,1.8233604624563466,2.9991458915432707,0.3832353309100856,0.16081932228472498,3.0170366410855896,668.7314453125

05-06-2,LocalHBA,384,8,6.337385239456559,1.6569726477720819,3.414402851956852,0.444606786671405,0.28946279403236175,3.9087260652471474,798.2158203125

05-06-2,LocalHBA,448,8,6.562752080292098,1.7712006593686773,3.8873569367919116,0.5223211215098241,0.1610441281011811,3.2602022047396058,916.4501953125

05-06-2,LocalHBA,512,8,7.199010469489976,1.9709517804096992,4.359275633442264,0.5918876836591057,0.16563851793981949,3.102648960219489,1042.6845703125

05-06-2,LocalHBA,1024,8,12.916015301470791,3.876346471815027,8.404354541966887,1.1012722769874688,0.40032044196358096,5.631218167451712,2064.6845703125

05-06-2,LocalHBA,1536,8,18.4159563658759,5.634880615558359,12.120973209792282,1.5894620447797934,1.210404683947563,13.502037830352783,3092.4345703125

05-06-2,LocalHBA,2048,8,23.40372682971065,7.161334249889478,15.551039956422755,2.0083597325137816,1.7711247509839583,30.48497489929199,4108.6845703125

05-06-2,LocalHBA,2560,8,28.00090985625866,8.685553311253898,18.609179541337653,2.42032728761842,2.3958469730742435,50.36233917872111,5136.1845703125

05-06-2,LocalHBA,3072,8,32.31123655757983,10.137082502536941,21.45297769800527,2.818624923907919,1.970615557829539,68.98836102692977,6152.0595703125

05-06-2,LocalHBA,3584,8,35.81620372455567,11.031406719759106,24.03279104169458,3.066626756582409,1.3689665536988864,30.610892469232734,7173.9345703125

05-06-2,LocalHBA,4096,8,39.29061077651568,12.136116023670183,26.40423312204075,3.367557738587493,1.5531521212486994,103.74091139293853,8190.8095703125

05-06-3,HBA,64,8,10.485504802658163,3.0197964185743684,5.167699242859418,0.5352018098084016,0.12628956281326034,2.9682579849447523,166.89697265625

05-06-3,HBA,128,8,10.375768832548056,2.9792718281794803,5.13407041648752,0.5301827486488037,0.14118495319377292,3.032961125884737,311.822265625

05-06-3,HBA,192,8,10.364331627031788,2.8953278201607695,5.206534352508913,0.5285207230695769,0.15980828263693386,3.396357434767264,471.056640625

05-06-3,HBA,256,8,10.32043964070298,2.6776631410428955,5.502799162791381,0.5313061023161055,0.1492600618965096,3.4429816140068903,612.91650390625

05-06-3,HBA,320,8,10.468624369355922,2.4960111185908316,5.965928851415475,0.5350517951489354,0.12969693182795136,3.4475124809477062,779.89892578125

05-06-3,HBA,384,8,10.667572161563756,2.331669221743306,6.461518765474796,0.5801771371466615,0.14702228270471096,3.2733636211465904,946.62939453125

05-06-3,HBA,448,8,11.06954468508251,2.2908562135649846,7.013302191817202,0.6633969704434276,0.14552143012621888,3.133277111583286,1100.17236328125

05-06-3,HBA,512,8,11.558470585770062,2.550050025397279,7.399284758170153,0.732106131659645,0.1389606698363457,3.2114870062580816,1267.65283203125

05-06-3,HBA,1024,8,17.471596863749436,4.968031600610508,11.436471031660524,1.3857812030939385,0.15164291600768381,4.715303540229797,2786.87158203125

05-06-3,HBA,1536,8,24.65056614871495,7.520752451296609,16.073088587200843,2.080921497167303,0.1647641097009182,3.5087181377410888,4598.09033203125

05-06-3,HBA,2048,8,32.08413642809089,9.866463447340127,21.137921850277895,2.6986026989541165,0.2303706526148076,4.2807787322998045,6653.30908203125

05-06-3,HBA,2560,8,40.553162663630374,12.411634461097751,26.92236986847794,3.3913348498962086,0.18695795916496438,5.194618314504623,9015.65283203125

05-06-3,HBA,3072,8,48.184157416208954,14.749159779213368,31.979336486772322,4.001576703911026,0.17691151135497624,4.492247581481934,11626.24658203125

05-06-3,HBA,3584,8,56.747759523691215,17.458184667517383,37.80105468954793,4.711125354309518,0.26697823439132085,6.1356144384904345,14526.21533203125
