log_path,model,seq_len,d_block,d_ffn,train,forward,backward,validate,min_loss,test_loss,peak_memory/MB

05-16-0,Base,64,8,642.0302746873261093,0.5446239753696576,1.0612054465795464,0.14593212529665456,0.13708067712458696,2.9495808397020613,91.92626953125

05-16-0,Base,64,8,1281.816999940917004,0.5464915779243776,0.8474671123279394,0.14730505508951086,0.14098736345767976,3.0635081912790025,98.87939453125

05-16-0,Base,64,8,2561.894952806275127,0.556484096279403,0.9151749198307406,0.1573344913469452,0.13907081281596964,3.2461958655289243,112.9736328125

05-16-0,Base,128,8,643.854414959465537,1.1436869335159952,2.2819103529841147,0.3153493646988828,0.1563977386463772,3.7863384825842723,268.62939453125

05-16-0,Base,128,8,1283.9857586640531997,1.1951478247397713,2.3608934051007964,0.321768148719067,0.12933346087282355,2.635479602430548,282.33251953125

05-16-0,Base,128,8,2564.277238950754206,1.3199917142733166,2.5319592730046656,0.34735075592135006,0.1437440125779672,2.898654505610466,309.7451171875

05-16-0,Base,256,8,6411.705052977013919,3.6172197888501816,7.631994684206115,0.9051586622579231,0.16480666109257275,4.382843560642666,928.03564453125

05-16-0,Base,256,8,12811.954839637584723,3.702437978875088,7.797912972913892,0.9219936669820494,0.17954427031455217,3.858213777895327,955.23876953125

05-16-0,Base,256,8,25612.481712181046605,3.932659462597221,8.095666757784784,0.9678404100984335,0.17094136277834573,3.42087839267872,1009.6513671875

05-16-1,Torch,64,8,641.8038214981665506,0.4979617082459085,0.9492437405621305,0.08680359080214711,0.1272849018600854,2.793260323149817,87.22216796875

05-16-1,Torch,64,8,1281.4551150537906337,0.49632282977222236,0.6037469567102077,0.08653315858213932,0.1219834753735499,3.1525721081665585,97.53515625

05-16-1,Torch,64,8,2561.62042748023523,0.5079376167850569,0.7510792318731546,0.10201260045869276,0.12588128488172184,2.9018843046256473,117.431640625

05-16-1,Torch,128,8,642.5429868924032366,0.8071022789925337,1.3741976673182632,0.14653098254597613,0.12208882715891708,2.612854846886226,242.43115234375

05-16-1,Torch,128,8,1282.668306859514427,0.8537190248913104,1.4492374006013322,0.1584199050275406,0.1200128241696141,2.4293112478085925,255.13427734375

05-16-1,Torch,128,8,2562.9433945398482066,0.966766135087089,1.6158340717296278,0.18362204275197452,0.13126003240997142,2.81734921676772,288.322265625

05-16-1,Torch,256,8,646.901273356601136,2.3981220637114697,4.087436052832614,0.3472132009718521,0.1283001380248202,2.968422801406295,807.27490234375

05-16-1,Torch,256,8,1287.15166378844979,2.4771246766061363,4.2450589413016,0.368057274998262,0.147150665383648,3.4677941843315407,834.47802734375

05-16-1,Torch,256,8,2567.678234686550481,2.7104256916684153,4.547025145085036,0.42427824186054114,0.12390135187241766,2.6039153116720692,888.890625

05-16-1,Torch,512,8,6421.70436228148026,7.8223022491659355,13.487107648749989,0.997169964003695,0.14637384310645876,3.2049357891082764,2972.96240234375

05-16-1,Torch,512,8,12822.153346670490198,7.964023551337567,13.806753936552388,1.0418164587725758,0.1244059832028623,2.7125028040674,3026.79052734375

05-16-1,Torch,512,8,25623.111193667746104,8.369645769814731,14.359171893615581,1.1492545788222162,0.1359727126106901,2.728704364211471,3135.203125

05-16-1,Torch,1024,8,6475.619439398557,27.53587159561721,47.680933333860594,3.155408813523536,0.1304973138926121,2.766142528790694,11432.58740234375

05-16-1,Torch,1024,8,12876.46407053523222,27.77604769256881,48.28454322285395,3.2300986496960387,0.13614796223835304,3.1045086842316847,11540.79052734375

05-16-1,Torch,1024,8,25678.35807328976432,28.587499644893157,49.370946309197286,3.4468175567004202,0.1299113628024665,2.899324907706334,11757.203125
